index	base cit	base line	tf/idf score	edit dist	compared cit	compared line	shared lemmas
3	2:14.2	χῶρον ἀν' ὑλήεντα δι' ἄκριας , ᾗ οἱ Ἀθήνη	13.3	52	2:9.400	ᾤκεον ἐν σπήεσσι δι' ἄκριας ἠνεμοέσσας .	{'διά': [211, '4.88'], 'ἄκρις': [6, '8.44']}
4	2:14.2	χῶρον ἀν' ὑλήεντα δι' ἄκριας , ᾗ οἱ Ἀθήνη	12.8	30	1:6.88	νηὸν Ἀθηναίης γλαυκώπιδος ἐν πόλει ἄκρῃ	{'Ἀθήνη': [322, '4.45'], 'ἄκρις': [6, '8.44']}
5	2:14.2	χῶρον ἀν' ὑλήεντα δι' ἄκριας , ᾗ οἱ Ἀθήνη	12.6	46	2:2.116	τὰ φρονέουσ' ἀνὰ θυμόν , ὅ οἱ πέρι δῶκεν Ἀθήνη	{'Ἀθήνη': [322, '4.45'], 'ἕ': [963, '3.36'], 'ἀνά': [232, '4.79']}
6	2:14.2	χῶρον ἀν' ὑλήεντα δι' ἄκριας , ᾗ οἱ Ἀθήνη	12.2	47	2:10.308	νῆσον ἀν' ὑλήεσσαν , ἐγὼ δ' ἐς δώματα Κίρκης	{'ἀνά': [232, '4.79'], 'ὑλήεις': [16, '7.45']}
7	2:14.2	χῶρον ἀν' ὑλήεντα δι' ἄκριας , ᾗ οἱ Ἀθήνη	10.1	33	2:5.442	ἷξε νέων , τῇ δή οἱ ἐείσατο χῶρος ἄριστος ,	{'ἕ': [963, '3.36'], 'χῶρος': [33, '6.73']}
8	2:14.2	χῶρον ἀν' ὑλήεντα δι' ἄκριας , ᾗ οἱ Ἀθήνη	9.6	37	1:10.298	ἂμ φόνον , ἂν νέκυας , διά τ' ἔντεα καὶ μέλαν αἷμα .	{'διά': [211, '4.88'], 'ἀνά': [232, '4.79']}
1	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	18.5	37	2:22.129	τὴν δ' Ὀδυσεὺς φράζεσθαι ἀνώγει δῖον ὑφορβὸν	{'ὁ': [5870, '1.60'], 'ὑφορβός': [21, '7.18'], 'δῖος': [405, '4.22'], 'φράζω': [110, '5.53']}
2	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	16.3	41	2:17.507	ἡ δ' ἐπὶ οἷ καλέσασα προσηύδα δῖον ὑφορβόν ·	{'ὁ': [5870, '1.60'], 'ἕ': [963, '3.36'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
3	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	13.0	34	2:14.401	τὸν δ' ἀπαμειβόμενος προσεφώνεε δῖος ὑφορβός ·	{'ὁ': [5870, '1.60'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
4	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	13.0	32	2:14.413	αὐτὰρ ὁ οἷς ἑτάροισιν ἐκέκλετο δῖος ὑφορβός ·	{'ὁ': [5870, '1.60'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
5	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	13.0	30	2:15.301	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	{'ὁ': [5870, '1.60'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
6	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	13.0	30	2:16.1	τὼ δ' αὖτ' ἐν κλισίῃ Ὀδυσεὺς καὶ δῖος ὑφορβὸς	{'ὁ': [5870, '1.60'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
7	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	13.0	29	2:16.333	τὼ δὲ συναντήτην κῆρυξ καὶ δῖος ὑφορβὸς	{'ὁ': [5870, '1.60'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
8	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	13.0	33	2:17.589	ἡ μὲν ἄρ' ὣς ἀγόρευεν , ὁ δ' ᾤχετο δῖος ὑφορβὸς	{'ὁ': [5870, '1.60'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
9	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	13.0	34	2:21.359	αὐτὰρ ὁ τόξα λαβὼν φέρε καμπύλα δῖος ὑφορβός ·	{'ὁ': [5870, '1.60'], 'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
10	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	36	2:14.48	ὣς εἰπὼν κλισίηνδ' ἡγήσατο δῖος ὑφορβός ,	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
11	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	32	2:16.20	ὣς τότε Τηλέμαχον θεοειδέα δῖος ὑφορβὸς	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
12	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	40	2:16.56	δὴ τότε Τηλέμαχος προσεφώνεε δῖον ὑφορβόν ·	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
13	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	34	2:16.452	ἑσπέριος δ' Ὀδυσῆϊ καὶ υἱέϊ δῖος ὑφορβὸς	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
14	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	34	2:17.183	ὠτρύνοντ' Ὀδυσεύς τ' ἰέναι καὶ δῖος ὑφορβός .	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
15	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	29	2:17.260	ἔδμεναι . ἀγχίμολον δ' Ὀδυσεὺς καὶ δῖος ὑφορβὸς	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
16	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	40	2:21.80	ὣς φάτο , καί ῥ' Εὔμαιον ἀνώγει , δῖον ὑφορβόν ,	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
17	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	11.4	35	2:22.162	οἴσων τεύχεα καλά . νόησε δὲ δῖος ὑφορβός ,	{'δῖος': [405, '4.22'], 'ὑφορβός': [21, '7.18']}
18	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	10.7	36	1:20.77	Πριαμίδεω · τοῦ γάρ ῥα μάλιστά ἑ θυμὸς ἀνώγει	{'ὁ': [5870, '1.60'], 'ἕ': [963, '3.36'], 'μάλιστα': [85, '5.78']}
19	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	10.7	43	2:1.434	ἥ οἱ ἅμ' αἰθομένας δαΐδας φέρε , καί ἑ μάλιστα	{'ὁ': [5870, '1.60'], 'ἕ': [963, '3.36'], 'μάλιστα': [85, '5.78']}
20	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	10.5	24	2:19.250	σήματ' ἀναγνούσῃ τά οἱ ἔμπεδα πέφραδ' Ὀδυσσεύς .	{'ὁ': [5870, '1.60'], 'ἕ': [963, '3.36'], 'φράζω': [110, '5.53']}
21	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	10.5	24	2:23.206	σήματ' ἀναγνούσῃ τά οἱ ἔμπεδα πέφραδ' Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'ἕ': [963, '3.36'], 'φράζω': [110, '5.53']}
22	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	10.5	26	2:24.346	σήματ' ἀναγνόντος τά οἱ ἔμπεδα πέφραδ' Ὀδυσσεύς .	{'ὁ': [5870, '1.60'], 'ἕ': [963, '3.36'], 'φράζω': [110, '5.53']}
23	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	10.0	32	1:2.57	ἀμβροσίην διὰ νύκτα · μάλιστα δὲ Νέστορι δίῳ	{'μάλιστα': [85, '5.78'], 'δῖος': [405, '4.22']}
24	2:14.3	πέφραδε δῖον ὑφορβόν , ὅ οἱ βιότοιο μάλιστα	9.9	38	1:14.122	ἀφνειὸν βιότοιο , ἅλις δέ οἱ ἦσαν ἄρουραι	{'βίοτος': [40, '6.54'], 'ἕ': [963, '3.36']}
1	2:14.4	κήδετο οἰκήων , οὓς κτήσατο δῖος Ὀδυσσεύς .	10.5	69	2:1.398	καὶ δμώων , οὕς μοι ληίσσατο δῖος Ὀδυσσεύς .	{'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὅς': [2043, '2.62']}
2	2:14.4	κήδετο οἰκήων , οὓς κτήσατο δῖος Ὀδυσσεύς .	10.5	35	2:2.27	ἐξ οὗ Ὀδυσσεὺς δῖος ἔβη κοίλῃς ἐνὶ νηυσί .	{'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὅς': [2043, '2.62']}
3	2:14.4	κήδετο οἰκήων , οὓς κτήσατο δῖος Ὀδυσσεύς .	10.5	49	2:21.38	ὅς οἱ τόξον ἔδωκε . τὸ δ' οὔ ποτε δῖος Ὀδυσσεὺς	{'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὅς': [2043, '2.62']}
4	2:14.4	κήδετο οἰκήων , οὓς κτήσατο δῖος Ὀδυσσεύς .	10.5	31	2:3.84	δίου Ὀδυσσῆος ταλασίφρονος , ὅν ποτέ φασι	{'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὅς': [2043, '2.62']}
5	2:14.4	κήδετο οἰκήων , οὓς κτήσατο δῖος Ὀδυσσεύς .	10.5	47	2:8.494	ὅν ποτ' ἐς ἀκρόπολιν δόλον ἤγαγε δῖος Ὀδυσσεὺς	{'Ὀδυσσεύς': [722, '3.65'], 'δῖος': [405, '4.22'], 'ὅς': [2043, '2.62']}
6	2:14.4	κήδετο οἰκήων , οὓς κτήσατο δῖος Ὀδυσσεύς .	9.5	27	1:9.402	Ἴλιον ἐκτῆσθαι εὖ ναιόμενον πτολίεθρον	{'κτέομαι': [2, '9.53']}
1	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	17.5	51	2:15.466	εὗρε δ' ἐνὶ προδόμῳ ἠμὲν δέπα ἠδὲ τραπέζας	{'δέ': [12138, '0.92'], 'εὑρίσκω': [81, '5.83'], 'πρόδομος': [8, '8.15'], 'ἐν': [2076, '2.61']}
2	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	15.5	33	2:20.106	πλησίον , ἔνθ' ἄρα οἱ μύλαι ἥατο ποιμένι λαῶν ,	{'ἧμαι': [130, '5.36'], 'ἕ': [963, '3.36'], 'ἄρα': [1772, '2.76'], 'ἔνθα': [501, '4.09']}
3	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	15.1	51	1:24.673	οἳ μὲν ἄρ' ἐν προδόμῳ δόμου αὐτόθι κοιμήσαντο	{'ὁ': [5870, '1.60'], 'ἄρα': [1772, '2.76'], 'πρόδομος': [8, '8.15'], 'ἐν': [2076, '2.61']}
4	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	15.1	50	2:4.302	οἱ μὲν ἄρ' ἐν προδόμῳ δόμου αὐτόθι κοιμήσαντο ,	{'ὁ': [5870, '1.60'], 'ἄρα': [1772, '2.76'], 'πρόδομος': [8, '8.15'], 'ἐν': [2076, '2.61']}
5	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	13.1	35	2:3.32	ἔνθ' ἄρα Νέστωρ ἧστο σὺν υἱάσιν , ἀμφὶ δ' ἑταῖροι	{'δέ': [12138, '0.92'], 'ἧμαι': [130, '5.36'], 'ἄρα': [1772, '2.76'], 'ἔνθα': [501, '4.09']}
6	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.8	38	2:1.106	εὗρε δ' ἄρα μνηστῆρας ἀγήνορας . οἱ μὲν ἔπειτα	{'δέ': [12138, '0.92'], 'ἕ': [963, '3.36'], 'ἄρα': [1772, '2.76'], 'εὑρίσκω': [81, '5.83']}
7	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.3	43	2:20.1	αὐτὰρ ὁ ἐν προδόμῳ εὐνάζετο δῖος Ὀδυσσεύς ·	{'ὁ': [5870, '1.60'], 'πρόδομος': [8, '8.15'], 'ἐν': [2076, '2.61']}
8	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.2	31	1:13.280	οὐ δέ οἱ ἀτρέμας ἧσθαι ἐρητύετ' ἐν φρεσὶ θυμός ,	{'δέ': [12138, '0.92'], 'ἧμαι': [130, '5.36'], 'ἕ': [963, '3.36'], 'ἐν': [2076, '2.61']}
9	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.2	44	2:13.337	ἧσται ἐνὶ μεγάροισιν , ὀϊζυραὶ δέ οἱ αἰεὶ	{'δέ': [12138, '0.92'], 'ἧμαι': [130, '5.36'], 'ἕ': [963, '3.36'], 'ἐν': [2076, '2.61']}
10	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.1	38	1:24.83	εὗρε δ' ἐνὶ σπῆϊ γλαφυρῷ Θέτιν , ἀμφὶ δ' ἄρ' ἄλλαι	{'δέ': [12138, '0.92'], 'εὑρίσκω': [81, '5.83'], 'ἄρα': [1772, '2.76'], 'ἐν': [2076, '2.61']}
11	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.1	38	2:2.299	εὗρε δ' ἄρα μνηστῆρας ἀγήνορας ἐν μεγάροισιν ,	{'δέ': [12138, '0.92'], 'εὑρίσκω': [81, '5.83'], 'ἄρα': [1772, '2.76'], 'ἐν': [2076, '2.61']}
12	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.1	48	1:1.498	εὗρεν δ' εὐρύοπα Κρονίδην ἄτερ ἥμενον ἄλλων	{'δέ': [12138, '0.92'], 'ἧμαι': [130, '5.36'], 'εὑρίσκω': [81, '5.83']}
13	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	12.1	43	1:5.753	εὗρον δὲ Κρονίωνα θεῶν ἄτερ ἥμενον ἄλλων	{'δέ': [12138, '0.92'], 'ἧμαι': [130, '5.36'], 'εὑρίσκω': [81, '5.83']}
14	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	11.9	36	1:20.23	ἥμενος , ἔνθ' ὁρόων φρένα τέρψομαι · οἳ δὲ δὴ ἄλλοι	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'ἔνθα': [501, '4.09'], 'ἧμαι': [130, '5.36']}
15	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	11.6	50	1:9.473	ἄλλο δ' ἐνὶ προδόμῳ , πρόσθεν θαλάμοιο θυράων .	{'δέ': [12138, '0.92'], 'πρόδομος': [8, '8.15'], 'ἐν': [2076, '2.61']}
16	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	11.6	48	2:20.143	ἔδραθ' ἐνὶ προδόμῳ · χλαῖναν δ' ἐπιέσσαμεν ἡμεῖς .	{'δέ': [12138, '0.92'], 'πρόδομος': [8, '8.15'], 'ἐν': [2076, '2.61']}
17	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	11.2	42	1:17.523	ὣς ἄρ' ὅ γε προθορὼν πέσεν ὕπτιος · ἐν δέ οἱ ἔγχος	{'ὁ': [5870, '1.60'], 'ἐν': [2076, '2.61'], 'ἕ': [963, '3.36'], 'δέ': [12138, '0.92'], 'ἄρα': [1772, '2.76']}
18	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	11.2	38	2:23.93	ἡ δ' ἄνεω δὴν ἧστο , τάφος δέ οἱ ἦτορ ἵκανεν ·	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'ἕ': [963, '3.36'], 'ἧμαι': [130, '5.36']}
19	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	11.1	55	2:5.151	τὸν δ' ἄρ' ἐπ' ἀκτῆς εὗρε καθήμενον · οὐ δέ ποτ' ὄσσε	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'εὑρίσκω': [81, '5.83'], 'ἄρα': [1772, '2.76']}
20	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	11.1	31	2:5.475	βῆ ῥ' ἴμεν εἰς ὕλην · τὴν δὲ σχεδὸν ὕδατος εὗρεν	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'εὑρίσκω': [81, '5.83'], 'ἄρα': [1772, '2.76']}
21	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.9	48	1:3.125	τὴν δ' εὗρ' ἐν μεγάρῳ · ἣ δὲ μέγαν ἱστὸν ὕφαινε	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'εὑρίσκω': [81, '5.83'], 'ἐν': [2076, '2.61']}
22	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.9	48	1:6.321	τὸν δ' εὗρ' ἐν θαλάμῳ περικαλλέα τεύχε' ἕποντα	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'εὑρίσκω': [81, '5.83'], 'ἐν': [2076, '2.61']}
23	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.9	42	1:7.382	τοὺς δ' εὗρ' εἰν ἀγορῇ Δαναοὺς θεράποντας Ἄρηος	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'εὑρίσκω': [81, '5.83'], 'ἐν': [2076, '2.61']}
24	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.9	47	2:24.226	τὸν δ' οἶον πατέρ' εὗρεν ἐϋκτιμένῃ ἐν ἀλωῇ ,	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'εὑρίσκω': [81, '5.83'], 'ἐν': [2076, '2.61']}
25	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.8	41	1:11.771	ἔνθα δ' ἔπειθ' ἥρωα Μενοίτιον εὕρομεν ἔνδον	{'δέ': [12138, '0.92'], 'εὑρίσκω': [81, '5.83'], 'ἔνθα': [501, '4.09']}
26	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.7	47	2:15.5	εὕδοντ' ἐν προδόμῳ Μενελάου κυδαλίμοιο ,	{'ἐν': [2076, '2.61'], 'πρόδομος': [8, '8.15']}
27	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.7	32	1:24.452	ἀμφὶ δέ οἱ μεγάλην αὐλὴν ποίησαν ἄνακτι	{'δέ': [12138, '0.92'], 'ἕ': [963, '3.36'], 'αὐλή': [45, '6.42']}
28	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.7	35	2:1.425	Τηλέμαχος δ' , ὅθι οἱ θάλαμος περικαλλέος αὐλῆς	{'δέ': [12138, '0.92'], 'ἕ': [963, '3.36'], 'αὐλή': [45, '6.42']}
29	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.7	45	2:17.266	ἐξ ἑτέρων ἕτερ' ἐστίν , ἐπήσκηται δέ οἱ αὐλὴ	{'δέ': [12138, '0.92'], 'ἕ': [963, '3.36'], 'αὐλή': [45, '6.42']}
30	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.6	33	1:1.330	ἥμενον · οὐ δ' ἄρα τώ γε ἰδὼν γήθησεν Ἀχιλλεύς .	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'ἄρα': [1772, '2.76'], 'ἧμαι': [130, '5.36']}
31	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.6	37	1:19.255	εὔχετο · τοὶ δ' ἄρα πάντες ἐπ' αὐτόφιν εἵατο σιγῇ	{'ἧμαι': [130, '5.36'], 'ὁ': [5870, '1.60'], 'δέ': [12138, '0.92'], 'ἄρα': [1772, '2.76']}
32	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.6	36	2:18.237	νεύοιεν κεφαλὰς δεδμημένοι , οἱ μὲν ἐν αὐλῇ ,	{'ὁ': [5870, '1.60'], 'αὐλή': [45, '6.42'], 'ἐν': [2076, '2.61']}
33	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.5	26	1:24.84	εἵαθ' ὁμηγερέες ἅλιαι θεαί · ἣ δ' ἐνὶ μέσσῃς	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'ἧμαι': [130, '5.36'], 'ἐν': [2076, '2.61']}
34	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.5	36	1:24.209	ἥμενοι ἐν μεγάρῳ · τῷ δ' ὥς ποθι Μοῖρα κραταιὴ	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'ἧμαι': [130, '5.36'], 'ἐν': [2076, '2.61']}
35	2:14.5	τὸν δ' ἄρ' ἐνὶ προδόμῳ εὗρ' ἥμενον , ἔνθα οἱ αὐλὴ	10.5	35	1:7.414	οἳ δ' ἕατ' εἰν ἀγορῇ Τρῶες καὶ Δαρδανίωνες	{'δέ': [12138, '0.92'], 'ὁ': [5870, '1.60'], 'ἧμαι': [130, '5.36'], 'ἐν': [2076, '2.61']}
